"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 15 20:31:35 EDT 2020","Mon Jun 15 20:32:14 EDT 2020","39423","Suite","Chrome","modules.DemoTest","modules.DemoTest","Test","Test","Verify the product title has the word 'Table' with 'stainless work table' search value and add/empty the cart"
